type,simulationRun,max,mean,p95,p99,n_above,first_win,first_sample,max_consec,n_windows
fault15,454,0.6861517429351807,0.6224990487098694,0.6778964996337891,0.6856767535209656,0,-1,-1,0,89
fault15,455,0.6958109736442566,0.6342337727546692,0.6774923801422119,0.6891889572143555,2,30,150,1,89
fault15,456,0.7140400409698486,0.630140483379364,0.6822658181190491,0.7005553245544434,5,49,245,5,89
fault15,457,0.6941823959350586,0.6237372756004333,0.6762297749519348,0.6897212862968445,2,50,250,1,89
fault15,458,0.6485023498535156,0.6163683533668518,0.6443134546279907,0.6466870903968811,0,-1,-1,0,89
fault15,459,0.6702512502670288,0.6027207374572754,0.6539743542671204,0.6700377464294434,0,-1,-1,0,89
fault15,460,0.7012113332748413,0.6295616626739502,0.6748229265213013,0.6949751377105713,2,21,105,2,89
fault15,461,0.6921020746231079,0.633647084236145,0.6810410618782043,0.6919332146644592,2,18,90,1,89
fault15,462,0.6710476279258728,0.6134622097015381,0.6569871306419373,0.665208637714386,0,-1,-1,0,89
fault15,463,0.7042208313941956,0.6246551275253296,0.6796855926513672,0.6975728273391724,2,79,395,1,89
fault15,464,0.6863566637039185,0.6098297238349915,0.6591506004333496,0.6837565302848816,0,-1,-1,0,89
fault15,465,0.6859655380249023,0.6326963305473328,0.681872546672821,0.6856074929237366,0,-1,-1,0,89
fault15,466,0.7134764790534973,0.629198431968689,0.6895713806152344,0.7065911889076233,5,57,285,3,89
fault15,467,0.6987228989601135,0.6203799247741699,0.6756361722946167,0.6909894943237305,2,31,155,2,89
fault15,468,0.6597763299942017,0.6006814241409302,0.6434924602508545,0.6492551565170288,0,-1,-1,0,89
fault15,469,0.6443316340446472,0.6024795174598694,0.6375114917755127,0.6417731046676636,0,-1,-1,0,89
fault15,470,0.6749136447906494,0.6223434805870056,0.6709017753601074,0.6748552918434143,0,-1,-1,0,89
fault15,471,0.6868461966514587,0.6325666904449463,0.6698484420776367,0.6815055012702942,0,-1,-1,0,89
fault15,472,0.6655378341674805,0.6020385026931763,0.650590717792511,0.6554824709892273,0,-1,-1,0,89
fault15,473,0.6957626342773438,0.6289110779762268,0.6902232766151428,0.6948097944259644,6,21,105,5,89
fault15,474,0.731826663017273,0.6546417474746704,0.7078651189804077,0.7262117266654968,12,39,195,9,89
fault15,475,0.6767321228981018,0.6306245923042297,0.6642127633094788,0.6714048981666565,0,-1,-1,0,89
fault15,476,0.6949443221092224,0.6387288570404053,0.6854496002197266,0.6934292912483215,4,2,10,2,89
fault15,477,0.6627658009529114,0.6265642046928406,0.6570262312889099,0.6593087315559387,0,-1,-1,0,89
fault15,478,0.6716371178627014,0.6199138760566711,0.6531879305839539,0.6632513403892517,0,-1,-1,0,89
fault15,479,0.6585668921470642,0.6076576709747314,0.6530982851982117,0.6585421562194824,0,-1,-1,0,89
fault15,480,0.6753426790237427,0.6232296228408813,0.6650867462158203,0.6733871102333069,0,-1,-1,0,89
fault15,481,0.7321914434432983,0.643427312374115,0.7115285396575928,0.7292925119400024,18,13,65,9,89
fault15,482,0.6603756546974182,0.6147828102111816,0.6555066704750061,0.6582586765289307,0,-1,-1,0,89
fault15,483,0.6773637533187866,0.6188411116600037,0.6679853200912476,0.6766092777252197,0,-1,-1,0,89
fault15,484,0.7009785771369934,0.6351026296615601,0.6810798645019531,0.698393702507019,2,19,95,2,89
fault15,485,0.6702959537506104,0.6212096810340881,0.6472308039665222,0.6616247296333313,0,-1,-1,0,89
fault15,486,0.6781287789344788,0.6252895593643188,0.6603080630302429,0.677449107170105,0,-1,-1,0,89
fault15,487,0.7009322643280029,0.6240989565849304,0.6848504543304443,0.6950621008872986,2,11,55,2,89
fault15,488,0.6843096613883972,0.6196600198745728,0.6617178916931152,0.6788864135742188,0,-1,-1,0,89
fault15,489,0.680797278881073,0.6257680654525757,0.6639981269836426,0.6781995892524719,0,-1,-1,0,89
fault15,490,0.6862770318984985,0.6123253703117371,0.6681123971939087,0.6829850077629089,0,-1,-1,0,89
fault15,491,0.6645275950431824,0.6204736232757568,0.6567782163619995,0.6596066951751709,0,-1,-1,0,89
fault15,492,0.6798330545425415,0.6303101778030396,0.6682698726654053,0.6727038621902466,0,-1,-1,0,89
fault15,493,0.6983023285865784,0.6468334794044495,0.6776363253593445,0.6891463398933411,2,60,300,2,89
fault15,494,0.7067632079124451,0.6314485669136047,0.6717396974563599,0.6987183094024658,2,59,295,2,89
fault15,495,0.7158536911010742,0.6213502883911133,0.6953753232955933,0.71038419008255,6,61,305,5,89
fault15,496,0.7145967483520508,0.6307290196418762,0.6951489448547363,0.7136663198471069,9,23,115,9,89
fault15,497,0.7184360027313232,0.6426439881324768,0.6883643865585327,0.7158128619194031,6,10,50,5,89
fault15,498,0.6829907298088074,0.6195756196975708,0.6686972975730896,0.6787686944007874,0,-1,-1,0,89
fault15,499,0.7028416991233826,0.6364129185676575,0.6837096810340881,0.6948687434196472,4,39,195,2,89
fault15,500,0.6973743438720703,0.6368002891540527,0.6764143705368042,0.6896810531616211,2,28,140,1,89
